nuvirdi;teg_eign;matssvaedi;ibm2
 20842;Íbúðareign; 90; 745
 26817;Íbúðareign; 90; 854
 17500;Íbúðareign; 72;  53
 18281;Íbúðareign; 72; 563
 18175;Íbúðareign; 90; 691
 23377;Íbúðareign;130;1034
 21979;Íbúðareign; 25; 797
 16476;Íbúðareign;150; 669
 37169;Íbúðareign;280; 962
 32335;Íbúðareign;160; 353
 57895;Einbýlishús;170;2456
 18883;Íbúðareign;150; 735
 43547;Einbýlishús;130;1201
 22642;Íbúðareign;281; 653
 13757;Íbúðareign;200; 554
 17917;Íbúðareign; 90; 624
 26696;Íbúðareign; 85; 822
 14195;Íbúðareign; 20; 545
 50788;Íbúðareign; 20;1606
 26936;Íbúðareign;100; 108
 34036;Einbýlishús;160;1468
 20994;Íbúðareign; 25; 523
 15478;Íbúðareign;150; 588
 21354;Íbúðareign; 72; 591
 21347;Íbúðareign;100; 661
 23174;Íbúðareign;270; 888
 41086;Íbúðareign; 80;1312
 29428;Íbúðareign; 25; 854
 34563;Íbúðareign;100;1227
 46306;Einbýlishús;100;1465
 28814;Íbúðareign;150;1626
 23986;Íbúðareign;100; 966
 19134;Íbúðareign;100; 824
 35419;Íbúðareign;100;1332
 21252;Íbúðareign; 20;  67
  7993;Íbúðareign;200; 228
 37358;Íbúðareign;100;1617
 30395;Íbúðareign; 72;1167
 13500;Íbúðareign;100; 477
 20483;Íbúðareign;100; 994
 21030;Íbúðareign;160; 891
 18979;Íbúðareign;100; 697
 51334;Íbúðareign; 72; 156
 25150;Íbúðareign; 25; 851
 40894;Íbúðareign; 80;1489
 26480;Íbúðareign;100; 761
 25836;Íbúðareign;180; 847
 16262;Íbúðareign;200; 793
 35959;Íbúðareign;180;1413
 19400;Íbúðareign;170; 811
 30959;Íbúðareign; 11;1152
 21960;Íbúðareign; 90; 699
 27641;Íbúðareign; 70; 728
 22340;Íbúðareign;100; 764
 84843;Íbúðareign; 20; 165
 79903;Íbúðareign; 20; 165
 18931;Íbúðareign;130; 799
 23367;Íbúðareign;100; 924
 18045;Íbúðareign;100; 702
 30315;Íbúðareign; 70; 733
  7181;Íbúðareign;150; 273
 11992;Íbúðareign;160; 585
 16455;Íbúðareign;220; 831
 25957;Íbúðareign;100; 973
 22259;Íbúðareign;130; 904
 11472;Íbúðareign;161; 577
 23543;Íbúðareign;120;1124
 17537;Íbúðareign;100; 684
 27432;Íbúðareign;283; 933
 23240;Íbúðareign;150;  70
 61381;Einbýlishús;140;1716
 44817;Einbýlishús;120;1428
 25859;Íbúðareign; 85;  88
 30479;Íbúðareign; 72;1166
 25950;Íbúðareign;100; 955
 18670;Íbúðareign;100; 701
 39662;Einbýlishús;150;2178
 21946;Íbúðareign;280;  81
 32920;Íbúðareign;160; 855
 32124;Íbúðareign;160; 855
 23916;Íbúðareign; 20;  62
 27486;Íbúðareign;100; 916
 22292;Íbúðareign;120; 956
 23789;Íbúðareign;100; 575
 16058;Íbúðareign;161; 733
 20071;Íbúðareign;130;  77
 19266;Íbúðareign;160;1051
 17347;Íbúðareign;150; 901
 12600;Íbúðareign; 11; 491
 33310;Íbúðareign;120;1616
 24187;Íbúðareign;130; 838
 22029;Íbúðareign;280; 696
 69561;Íbúðareign; 20;1288
 20200;Íbúðareign;281; 937
 14692;Íbúðareign;120; 513
 90044;Einbýlishús;120;2559
 42386;Íbúðareign; 75;1959
 27493;Íbúðareign;120; 100
 16000;Íbúðareign;100; 597
 26355;Íbúðareign;130; 862
 15255;Íbúðareign;100; 681
 15896;Íbúðareign;161; 749
 18143;Íbúðareign;130; 756
 22990;Íbúðareign;130; 965
 20473;Íbúðareign;100; 508
 26896;Íbúðareign;100; 941
 16747;Íbúðareign;161; 864
 44592;Einbýlishús;120; 143
 19733;Íbúðareign;150; 827
 23078;Íbúðareign; 20; 774
 23480;Íbúðareign;280; 795
 24988;Íbúðareign; 72;  87
 18381;Íbúðareign; 72; 643
 18938;Íbúðareign;120; 856
 25455;Íbúðareign;100;  92
 25730;Íbúðareign;100;  79
 24893;Íbúðareign;160;1053
 16825;Íbúðareign; 91; 678
 34840;Íbúðareign; 72;1239
 24979;Íbúðareign;180;  87
 20794;Íbúðareign; 72; 684
 20836;Íbúðareign; 90; 582
 23698;Íbúðareign;160;1161
 13724;Íbúðareign; 20; 533
 21566;Íbúðareign;180; 836
 18880;Íbúðareign;160; 847
 42445;Einbýlishús;150;1561
 13794;Íbúðareign; 70;  56
  9459;Íbúðareign;160; 382
 77607;Íbúðareign; 20; 165
 13751;Íbúðareign;161; 722
 28166;Íbúðareign;120; 117
 45345;Einbýlishús;130;1382
 25708;Íbúðareign;130; 928
 50913;Íbúðareign;120;2463
 15205;Íbúðareign;161; 889
 35839;Íbúðareign; 80;1716
 15902;Íbúðareign;161; 629
 14182;Íbúðareign;161; 507
 16231;Íbúðareign;161;1043
 36280;Íbúðareign;270;1698
 43145;Íbúðareign; 80;1537
 40979;Íbúðareign;100;1263
 41750;Íbúðareign;180;1228
 18116;Íbúðareign;170; 722
 27000;Íbúðareign; 72; 939
  8800;Íbúðareign;200; 344
 19977;Íbúðareign;150; 904
 21422;Íbúðareign; 72; 678
 22282;Íbúðareign; 90; 539
 25893;Íbúðareign;130;1183
 24481;Íbúðareign;100; 938
 27208;Íbúðareign;270; 976
 16500;Íbúðareign;170; 911
 11556;Íbúðareign; 90; 459
 22400;Íbúðareign; 20; 663
 18373;Íbúðareign;150; 856
 30797;Íbúðareign;180;1268
 20986;Íbúðareign; 20; 628
 21438;Íbúðareign; 72; 667
 65430;Íbúðareign; 90;1697
 21648;Íbúðareign;120; 922
 35407;Íbúðareign;100;1497
 26530;Íbúðareign;281; 836
 17932;Íbúðareign;100; 698
 23900;Íbúðareign;180; 824
 18652;Íbúðareign;100; 833
 18096;Íbúðareign;130; 887
 19496;Íbúðareign; 25; 715
 31478;Íbúðareign;100;1237
 29188;Íbúðareign;130;1085
 28503;Íbúðareign; 72;1053
 21377;Íbúðareign; 72; 812
 37097;Íbúðareign;100;1117
 64636;Einbýlishús;283;2787
 12000;Íbúðareign; 31; 464
 25233;Íbúðareign; 90;1085
 11439;Íbúðareign; 20; 307
 27536;Íbúðareign;100; 761
 28859;Íbúðareign; 20; 828
 23284;Íbúðareign;130;1124
 22397;Íbúðareign;180; 902
 15920;Íbúðareign;281; 735
 26730;Íbúðareign;110; 891
 19497;Íbúðareign;161; 922
 24396;Íbúðareign;283; 992
 28979;Einbýlishús;100;1056
 17652;Íbúðareign;160;1017
 18486;Íbúðareign; 72; 576
 21136;Íbúðareign;130;  76
 25327;Íbúðareign; 70; 689
 28462;Íbúðareign;100; 917
 19986;Íbúðareign;100; 946
 27813;Íbúðareign; 91;1024
 21106;Íbúðareign; 80; 752
 50450;Íbúðareign;100;1478
 22787;Íbúðareign;270; 799
 32640;Íbúðareign; 20;  85
 13421;Íbúðareign;160;  60
 32548;Íbúðareign; 80;1077
 14964;Íbúðareign; 25; 394
 34723;Íbúðareign; 72;1161
 19896;Íbúðareign;200; 885
 22973;Íbúðareign;130; 977
 15993;Íbúðareign; 20; 493
 22883;Íbúðareign; 72; 638
 31940;Íbúðareign;180;1033
 15577;Íbúðareign; 11;  55
 25915;Íbúðareign; 85; 956
 50630;Einbýlishús;100;1724
 22033;Íbúðareign;100; 733
 37891;Íbúðareign; 72;1392
 22942;Íbúðareign;100; 826
 24366;Íbúðareign;130; 867
 24853;Íbúðareign;120;1097
 14845;Íbúðareign;161; 749
 26959;Íbúðareign; 72; 696
 30812;Íbúðareign;160; 839
 47839;Einbýlishús;150;2089
 18139;Íbúðareign; 72; 602
 30642;Íbúðareign;210;1203
 30292;Íbúðareign;100;1004
 32050;Íbúðareign; 90;1045
 14745;Íbúðareign;161; 733
 18486;Íbúðareign;170; 963
 26309;Íbúðareign;180; 958
 18796;Íbúðareign;150; 964
 73736;Íbúðareign; 20;1288
 19212;Íbúðareign;130; 817
 20125;Íbúðareign; 80; 594
 27938;Íbúðareign; 80;1027
 39396;Íbúðareign; 90;1121
 12893;Íbúðareign;100; 345
 54039;Einbýlishús;150;2981
 21171;Íbúðareign;160; 887
 36859;Íbúðareign; 90;1223
 17826;Íbúðareign; 72; 651
 14689;Íbúðareign;200; 495
 21774;Íbúðareign;120; 924
 70747;Einbýlishús;283;3551
 16699;Íbúðareign; 70; 479
 22335;Íbúðareign; 72;  69
 18874;Íbúðareign;283; 582
 28080;Íbúðareign;150; 894
 25746;Íbúðareign; 11; 838
 29372;Íbúðareign;270; 889
 27092;Íbúðareign;270; 812
 24096;Íbúðareign;100; 968
 13729;Íbúðareign;170; 842
 41338;Íbúðareign;180;1363
 17175;Íbúðareign; 91; 633
 19228;Íbúðareign;220; 776
 15481;Íbúðareign;280; 536
 36486;Íbúðareign;110;1467
 53589;Íbúðareign; 20;1122
  7500;Íbúðareign;100; 397
 23802;Íbúðareign;130;1124
 37297;Einbýlishús;281;1596
 21048;Íbúðareign;180; 782
 26124;Íbúðareign;180; 993
 35521;Íbúðareign;130;1266
 23990;Íbúðareign;160; 601
 27630;Íbúðareign;100;1015
 15643;Íbúðareign;161; 109
 71123;Íbúðareign; 70;1218
 33965;Íbúðareign; 25; 869
 22050;Íbúðareign;130;1052
 16401;Íbúðareign; 90; 443
 30688;Íbúðareign;280; 959
 41311;Íbúðareign; 80; 976
 25218;Íbúðareign; 70; 985
 15627;Íbúðareign;130; 722
 13843;Íbúðareign;200; 557
 24935;Íbúðareign;200; 918
 58106;Íbúðareign; 80;1435
 21217;Íbúðareign;150;1209
 22729;Íbúðareign;130; 861
 28505;Íbúðareign; 20; 831
 16939;Íbúðareign;110;  51
 24968;Íbúðareign; 72; 844
 17000;Íbúðareign;150;  82
 33492;Íbúðareign; 72;1159
 19970;Íbúðareign; 20; 665
 25116;Íbúðareign;100; 968
 26433;Íbúðareign;283;1056
 43312;Einbýlishús;170;1524
 25125;Íbúðareign;280; 812
 27720;Íbúðareign;100;1251
 18900;Íbúðareign;130; 756
 19688;Íbúðareign;130;  77
 16497;Íbúðareign; 25; 466
 36688;Íbúðareign;150;1321
 17860;Íbúðareign;200;  86
 11869;Íbúðareign; 90; 496
 35220;Einbýlishús;100; 140
 32057;Einbýlishús;281; 984
 54482;Einbýlishús;150;2047
 19587;Íbúðareign; 20; 648
 25990;Íbúðareign;110; 951
 28900;Íbúðareign;281; 775
 35813;Íbúðareign;284; 147
 11973;Íbúðareign;100;  44
 23596;Íbúðareign;130; 984
 22628;Íbúðareign;150;1019
 27664;Íbúðareign;130; 949
 26922;Íbúðareign;200;1235
 22903;Íbúðareign; 25; 643
 22141;Íbúðareign;100; 645
 19838;Íbúðareign;130; 767
 28729;Íbúðareign; 90;1119
 46200;Íbúðareign; 25;1259
 26271;Íbúðareign;283; 954
 88641;Einbýlishús; 72;3144
 15686;Íbúðareign; 20; 452
 27996;Íbúðareign;100; 797
 24000;Íbúðareign; 85; 876
 37822;Íbúðareign;100;1127
 40723;Íbúðareign;180;1228
 51178;Íbúðareign; 90;1179
 13034;Íbúðareign;200; 437
 27784;Íbúðareign;270; 993
 53795;Einbýlishús;140;1341
 20355;Íbúðareign; 70; 568
 32088;Íbúðareign;100; 993
 45393;Einbýlishús;200;1347
 15742;Íbúðareign;200; 524
 11971;Íbúðareign;150; 355
 27515;Íbúðareign;280; 812
 31943;Íbúðareign; 20; 624
 15477;Íbúðareign; 72; 414
 44407;Íbúðareign; 70;1181
 17637;Íbúðareign;130; 577
 47740;Einbýlishús;130;1319
 22172;Íbúðareign; 80; 754
 14323;Íbúðareign;160; 636
 23864;Íbúðareign; 90;1045
 25644;Íbúðareign;110; 919
 27384;Íbúðareign; 90; 702
 25111;Íbúðareign;120;1087
 28000;Íbúðareign; 72; 996
 12495;Íbúðareign;161; 577
 23051;Íbúðareign;100; 865
 56000;Einbýlishús;220;2462
 27300;Íbúðareign;130;1036
 17546;Íbúðareign;100; 747
 17209;Íbúðareign;100; 698
 27372;Íbúðareign;130;1089
 34584;Íbúðareign; 70; 856
 26236;Íbúðareign;181; 832
 26924;Íbúðareign; 90;1089
 23814;Íbúðareign;120; 936
 15693;Íbúðareign;170; 755
 24717;Íbúðareign;130;1072
 21426;Íbúðareign;120; 922
 22546;Íbúðareign; 80;  75
 10367;Íbúðareign; 20; 274
 43406;Íbúðareign; 85;1448
 15932;Íbúðareign; 20; 366
 40592;Einbýlishús;181;2639
 33809;Íbúðareign; 25;1062
 18892;Íbúðareign;280; 493
 25688;Íbúðareign;180; 105
 33559;Íbúðareign;150;1626
 22077;Íbúðareign;281; 972
 23575;Íbúðareign; 80;1057
 22500;Íbúðareign; 25; 778
 26986;Íbúðareign; 20; 718
 20865;Íbúðareign;150;1168
 20077;Íbúðareign;170;1075
 22718;Íbúðareign; 90;  68
 14067;Íbúðareign;160; 509
 23579;Íbúðareign;130; 951
 19496;Íbúðareign; 90; 607
 20932;Íbúðareign; 90; 539
 39303;Íbúðareign; 20;1435
 25293;Íbúðareign;270; 812
 19492;Íbúðareign; 80; 715
 31493;Íbúðareign; 90;1159
 23832;Íbúðareign;181; 702
 44488;Einbýlishús;150;1686
 19035;Íbúðareign; 72; 664
 20092;Íbúðareign;170; 661
 17645;Íbúðareign;160; 804
 12819;Íbúðareign;161;  52
 34290;Einbýlishús;100;1504
 19886;Íbúðareign; 80; 752
 17050;Íbúðareign;200; 613
 33867;Íbúðareign;281;1801
 32972;Íbúðareign;270;1166
 48417;Einbýlishús;120; 170
 43686;Íbúðareign; 90;1441
 37858;Íbúðareign; 20; 881
 19500;Íbúðareign;284; 624
 21456;Íbúðareign; 80; 754
 26817;Íbúðareign;100; 914
 34552;Íbúðareign;270;1309
 26479;Íbúðareign;110; 811
 42587;Íbúðareign;100;1203
 21857;Íbúðareign;150;  70
 31905;Íbúðareign; 80;1143
 19482;Íbúðareign; 72; 518
 22621;Íbúðareign; 80;  88
 22888;Íbúðareign; 72; 709
 23709;Íbúðareign;180; 771
 23965;Íbúðareign; 91;1025
 21904;Íbúðareign;110; 685
 48000;Einbýlishús;130;1737
 18690;Íbúðareign; 72; 519
 20861;Íbúðareign;100; 654
 15311;Íbúðareign;160; 575
 16589;Íbúðareign; 91; 536
 21897;Íbúðareign;280; 816
 15826;Íbúðareign;130; 543
 22355;Íbúðareign;130; 957
 21991;Íbúðareign;130; 833
 20124;Íbúðareign;180; 629
 48394;Íbúðareign; 72;1366
 28830;Íbúðareign;220; 609
 27463;Íbúðareign; 90; 962
 43685;Íbúðareign; 90; 998
 24793;Íbúðareign;160; 599
 20296;Íbúðareign;160; 884
 24360;Íbúðareign;270;1002
 24445;Íbúðareign; 72;  87
 34819;Íbúðareign; 20;1173
 27337;Íbúðareign;100;1026
 18406;Íbúðareign;161; 728
 24413;Íbúðareign; 25; 915
 37531;Íbúðareign; 25;1195
 32852;Íbúðareign;270;1153
 25294;Íbúðareign;180; 889
 23399;Íbúðareign; 80; 847
 18648;Íbúðareign; 25; 513
 37304;Íbúðareign;100;1328
 16086;Íbúðareign;100; 652
 19213;Íbúðareign; 90; 585
 24225;Íbúðareign;210;1151
 42907;Íbúðareign; 20;1168
 26306;Íbúðareign;270;1035
 16500;Íbúðareign; 20;  72
 25679;Íbúðareign;100; 747
 22925;Íbúðareign;100;1024
 22215;Íbúðareign; 91; 807
 37000;Íbúðareign; 80; 962
 20065;Íbúðareign;150;1091
 36720;Íbúðareign;283;1376
 48000;Einbýlishús;160;2819
 25279;Íbúðareign; 72; 884
 54821;Íbúðareign;283;1241
 17600;Íbúðareign; 11; 463
 20346;Íbúðareign;283;  63
 26430;Íbúðareign; 90; 745
 14479;Íbúðareign; 20; 378
 36053;Einbýlishús;150;1899
 24713;Íbúðareign;130; 907
 21453;Íbúðareign;130; 837
 28000;Íbúðareign; 91;1015
 22701;Íbúðareign;130; 943
 28822;Íbúðareign;140; 101
 11235;Íbúðareign; 20; 338
 27120;Íbúðareign;100;1009
 17976;Íbúðareign;100; 577
 24505;Íbúðareign;281; 816
109000;Einbýlishús; 75;2366
 17380;Íbúðareign; 80; 347
 21427;Íbúðareign; 80; 769
 33818;Íbúðareign;120;1065
 16159;Íbúðareign;200;  84
 27000;Íbúðareign; 90; 808
 15686;Íbúðareign;160; 732
 46973;Einbýlishús;130;1232
 32445;Íbúðareign; 72;1213
 15886;Íbúðareign;100; 649
 14786;Íbúðareign;100; 476
 50588;Íbúðareign; 20;1425
 15603;Íbúðareign; 20;  48
 22887;Íbúðareign; 20;  85
 28000;Íbúðareign; 20; 667
 24056;Íbúðareign; 80; 933
 27375;Íbúðareign;270; 996
 24959;Íbúðareign; 85;1076
 19320;Íbúðareign;100; 929
 22857;Íbúðareign; 20; 498
 25489;Íbúðareign;130; 988
 27914;Íbúðareign;210;1145
 24677;Íbúðareign; 90;1047
 24397;Íbúðareign;100;1026
 20741;Íbúðareign;100; 778
 55523;Einbýlishús;150; 241
 23078;Íbúðareign;210;1065
 27944;Íbúðareign;130; 988
 22470;Íbúðareign;130; 106
 58192;Einbýlishús;210;1534
 24422;Íbúðareign;160; 601
 14000;Íbúðareign; 80; 528
 23938;Íbúðareign; 72; 638
 46608;Íbúðareign; 70; 120
 20160;Íbúðareign;200; 101
 33627;Íbúðareign;120;1198
 17862;Íbúðareign; 11; 527
 23817;Íbúðareign;100;1025
 23995;Íbúðareign;130; 932
 17000;Íbúðareign;161; 922
 16645;Íbúðareign;170; 772
 64929;Íbúðareign; 20;1097
 19987;Íbúðareign; 72; 643
 18500;Íbúðareign;160; 674
 20938;Íbúðareign;161; 891
 93420;Einbýlishús; 70;2436
 39303;Íbúðareign; 20; 941
 25988;Íbúðareign;270; 913
 76884;Einbýlishús; 31;2328
 41886;Einbýlishús; 70; 140
 15060;Íbúðareign; 11; 603
 28385;Íbúðareign; 90; 702
 18486;Íbúðareign;130;  77
 31195;Íbúðareign; 25; 944
 52866;Einbýlishús;220;1919
 47547;Íbúðareign; 75;1574
 15721;Íbúðareign; 90; 569
 14000;Íbúðareign;170; 569
 23159;Íbúðareign; 91;  68
 38118;Einbýlishús;150;2076
 22039;Íbúðareign;181;  66
 13821;Íbúðareign;161; 577
 22417;Íbúðareign; 90; 734
 14211;Íbúðareign; 80; 686
 22778;Íbúðareign;220; 762
 50992;Íbúðareign; 11;1233
 20461;Íbúðareign;100; 731
 19750;Íbúðareign;130; 813
 22312;Íbúðareign;270; 722
 75789;Einbýlishús;280;1851
 26726;Íbúðareign;170;1358
 29488;Íbúðareign;130;1227
 29055;Íbúðareign; 25;1123
 23009;Íbúðareign;180; 769
 25916;Íbúðareign;100; 862
 37346;Íbúðareign; 91;1186
 24360;Íbúðareign; 91;1004
 20970;Íbúðareign; 90; 594
 23403;Íbúðareign; 72;  97
 28014;Íbúðareign;100; 867
 35672;Íbúðareign; 25; 869
 42450;Einbýlishús;283;1477
 24879;Íbúðareign;100; 797
 12143;Íbúðareign;161; 577
 21581;Íbúðareign;281; 512
 33862;Íbúðareign; 80;1111
 29384;Íbúðareign; 91;1115
 24401;Íbúðareign;284; 838
 25317;Íbúðareign;270; 721
 28756;Íbúðareign;270; 994
 22734;Íbúðareign;120; 866
 30732;Íbúðareign; 20; 120
 27978;Íbúðareign; 90; 911
 55751;Einbýlishús;150;2429
 12108;Íbúðareign;150; 355
 43326;Íbúðareign;270;1324
 15800;Íbúðareign; 90; 525
 25392;Íbúðareign;283; 988
 29342;Íbúðareign;180;1033
 20547;Íbúðareign;160;1186
 35993;Íbúðareign; 11;1046
 25948;Íbúðareign; 70;  76
 18425;Íbúðareign;170; 911
 26093;Íbúðareign;280;  81
 29161;Íbúðareign; 80;1058
 16021;Íbúðareign;160; 747
 94118;Einbýlishús; 72;2656
 28191;Íbúðareign;270; 993
 15700;Íbúðareign;200; 631
 36731;Íbúðareign;280; 120
 21994;Íbúðareign;281; 779
 17907;Íbúðareign; 20;  52
 19467;Íbúðareign;130; 678
 20401;Íbúðareign; 72; 541
 18175;Íbúðareign; 91; 591
 44085;Íbúðareign; 70;1117
 24461;Íbúðareign; 72; 685
 30829;Íbúðareign; 80;1077
 19446;Íbúðareign; 20; 719
 38911;Íbúðareign; 25;1178
 28494;Íbúðareign;280; 711
 10300;Einbýlishús;290; 582
 41796;Íbúðareign; 70; 992
 22000;Íbúðareign; 20; 932
 26255;Íbúðareign;281; 743
 24459;Íbúðareign;130; 796
 14653;Íbúðareign;100; 594
 20439;Íbúðareign;130;  84
 25610;Íbúðareign;130; 892
 18205;Íbúðareign; 90;  89
 35348;Íbúðareign;100;1173
 38022;Íbúðareign;280;1246
 36965;Íbúðareign; 90;1191
 37138;Íbúðareign; 90; 975
 12993;Íbúðareign; 20; 367
 28838;Íbúðareign;150;1214
 20415;Íbúðareign;200; 101
 31547;Íbúðareign; 90;1084
 22680;Íbúðareign;150;1071
 49904;Einbýlishús;150;1419
 12756;Íbúðareign;220; 448
 33264;Íbúðareign;281;1182
 48586;Einbýlishús;130;1497
 16305;Íbúðareign;170; 671
 35808;Einbýlishús;100;1422
 35860;Íbúðareign; 80;1081
 38050;Íbúðareign;283;1586
 40319;Íbúðareign;280;1194
 36410;Íbúðareign;180;1121
 24500;Íbúðareign; 90;  64
 35538;Íbúðareign;120;1858
 23155;Íbúðareign;150;  70
 20500;Íbúðareign;290; 908
 24289;Íbúðareign; 11; 751
 35958;Íbúðareign;100;1046
 48200;Einbýlishús; 72; 132
 28425;Íbúðareign; 80; 949
 23209;Íbúðareign;200; 676
 34730;Íbúðareign; 20; 100
 20790;Íbúðareign;130; 833
 31652;Íbúðareign;270; 116
 33507;Íbúðareign;100;1045
 25673;Íbúðareign;130;1106
 41098;Íbúðareign;100;1286
 23671;Einbýlishús;290;1523
 39000;Íbúðareign;100;1508
  9913;Íbúðareign;161;  52
 43455;Íbúðareign;120;1741
 17070;Íbúðareign;100; 735
 17550;Íbúðareign; 11; 494
 15427;Íbúðareign; 80; 547
 30764;Íbúðareign; 20; 886
 11414;Íbúðareign; 90; 369
 21500;Íbúðareign; 80;1134
 17092;Íbúðareign; 72; 622
 21392;Íbúðareign;130; 722
 25760;Íbúðareign;200; 872
 19238;Íbúðareign;130; 707
 21745;Íbúðareign;160; 884
 15980;Íbúðareign; 20;  45
 29932;Íbúðareign;283; 952
 23836;Íbúðareign; 72;  87
 22965;Íbúðareign; 70; 668
 19429;Íbúðareign;170; 798
 30453;Íbúðareign; 20;1036
 19873;Íbúðareign;130; 834
 25881;Íbúðareign;110; 929
 46567;Einbýlishús;130;1467
 23188;Íbúðareign;130; 832
 20536;Íbúðareign;130; 885
 89322;Íbúðareign; 20; 124
 28994;Íbúðareign; 91;1005
 77057;Einbýlishús;270; 210
 17449;Íbúðareign; 11; 355
 33407;Íbúðareign;270; 116
 21764;Íbúðareign;130; 804
 18796;Íbúðareign;150;1014
 24798;Íbúðareign;130; 991
 17482;Íbúðareign;281; 472
 14573;Íbúðareign;161; 577
 33162;Íbúðareign; 70;1184
 26670;Íbúðareign;270; 703
 39757;Íbúðareign; 70; 125
 28886;Íbúðareign;100;1029
 37367;Einbýlishús;160;1391
 25848;Íbúðareign;130;1126
 36500;Íbúðareign; 31; 781
 32870;Íbúðareign;220; 952
 33484;Einbýlishús;281;1148
 21018;Íbúðareign; 25; 675
 66914;Einbýlishús;283;2477
 20648;Íbúðareign;160;1007
 46769;Einbýlishús;200;1522
 18486;Íbúðareign;100; 391
 17574;Íbúðareign;200;  91
 37510;Íbúðareign;130;1188
 22451;Íbúðareign; 72;  64
 25164;Íbúðareign; 11;  60
 22555;Íbúðareign;100; 792
 17627;Íbúðareign; 20; 447
 40088;Íbúðareign; 20; 905
 15998;Íbúðareign;100; 496
 23837;Íbúðareign;110; 859
 24759;Íbúðareign;270; 917
 34000;Íbúðareign; 25; 804
  7958;Íbúðareign;280; 324
 28386;Íbúðareign;200; 882
 25846;Íbúðareign;180;  87
 14926;Íbúðareign; 20; 417
 18920;Íbúðareign; 20;  70
 21086;Íbúðareign;270; 589
 31937;Íbúðareign;270; 948
 29550;Íbúðareign;270;1039
 37204;Íbúðareign; 72;1332
 24213;Íbúðareign;284; 816
 22419;Íbúðareign;100; 824
 27489;Íbúðareign;100;1008
 24000;Íbúðareign;200; 676
 27459;Íbúðareign; 72; 866
 30144;Íbúðareign; 90; 829
 25532;Íbúðareign; 72; 841
 14422;Íbúðareign;220; 526
 25318;Íbúðareign;200;1336
 28560;Íbúðareign;180;1033
 17389;Íbúðareign;170; 778
 33888;Íbúðareign;210;1207
 40223;Íbúðareign;181;1287
 22452;Íbúðareign; 72; 615
 35322;Íbúðareign; 85; 100
 19470;Íbúðareign;200; 807
 25942;Íbúðareign; 20;  67
 25697;Íbúðareign; 25; 778
 67821;Einbýlishús;220;3102
 17863;Íbúðareign;160; 844
 28806;Íbúðareign; 80; 943
 18794;Íbúðareign;130; 777
 29719;Íbúðareign;210;1076
 30940;Íbúðareign; 90;1116
 22719;Íbúðareign; 91;1004
 21411;Íbúðareign;100;  97
 16787;Íbúðareign;100; 588
 21447;Íbúðareign;100; 725
 24679;Íbúðareign; 80; 696
 35488;Einbýlishús;283;1639
 19998;Íbúðareign; 20; 689
 27085;Íbúðareign; 91;1056
 48344;Íbúðareign; 72;1669
 16883;Íbúðareign;100; 477
 22280;Íbúðareign;170;1001
 62582;Einbýlishús;140;1605
 18418;Íbúðareign; 90;  51
 15098;Íbúðareign; 20; 445
 25642;Íbúðareign;150;1071
 24451;Íbúðareign; 72; 736
 15933;Íbúðareign; 20; 454
 16481;Íbúðareign; 72; 591
 24823;Íbúðareign; 91;1125
 35924;Íbúðareign;100;1292
 16695;Íbúðareign;130; 623
 27826;Íbúðareign; 80; 976
 22999;Íbúðareign;180; 815
 41000;Íbúðareign; 90;1053
 20463;Íbúðareign;130; 759
 28691;Íbúðareign;130; 106
116716;Einbýlishús; 25;1402
 33724;Íbúðareign;100;1221
 51758;Einbýlishús;150; 137
 18726;Íbúðareign;161; 891
 22329;Íbúðareign; 90; 727
 27183;Íbúðareign; 91;1064
 25658;Íbúðareign;100; 858
 11000;Íbúðareign; 20;  38
 17849;Íbúðareign; 90; 661
 13837;Íbúðareign;161; 722
 16242;Íbúðareign;120; 664
 20993;Íbúðareign; 90; 429
 17950;Íbúðareign;200; 755
 19368;Einbýlishús; 11; 404
 29561;Íbúðareign; 20; 758
 42290;Einbýlishús;281; 135
 14986;Íbúðareign; 90; 614
 59474;Íbúðareign; 31;1768
 20221;Íbúðareign;100; 684
 37442;Íbúðareign; 20; 958
 43396;Íbúðareign; 20; 869
 45728;Íbúðareign; 20; 869
 21804;Íbúðareign; 72; 797
 30548;Íbúðareign; 72;1067
 32016;Íbúðareign;150;1045
 37330;Íbúðareign; 20; 863
 50739;Einbýlishús; 90;2171
 14898;Íbúðareign; 11; 385
 22978;Íbúðareign;150; 672
 22829;Íbúðareign; 72; 688
 14993;Íbúðareign;200; 561
 30710;Íbúðareign;130; 109
 30811;Íbúðareign; 90; 839
 21621;Íbúðareign; 20;  62
 29986;Íbúðareign;210;1271
 12411;Íbúðareign;100; 457
 26989;Íbúðareign; 11; 983
 34408;Íbúðareign;100;1184
 27529;Íbúðareign; 91;1126
 39452;Íbúðareign; 72;1311
 15986;Íbúðareign;100; 449
 15221;Íbúðareign;160; 563
 27454;Íbúðareign; 70; 688
 15627;Íbúðareign;200; 611
 17712;Íbúðareign; 90; 573
 17849;Íbúðareign; 90; 661
 46061;Íbúðareign; 72; 141
 46808;Íbúðareign;100;1438
 18134;Íbúðareign;160;  90
 28641;Íbúðareign;270;  97
 27963;Íbúðareign; 90; 783
 50879;Einbýlishús;120;1307
 25815;Íbúðareign;284; 952
 23932;Íbúðareign; 70; 829
 38979;Íbúðareign;100;1277
 19390;Íbúðareign;283; 694
 16694;Íbúðareign;161; 507
