nuvirdi;teg_eign;matssvaedi;ibm2
 33198;Íbúðareign;120;1128
 36540;Íbúðareign; 80; 891
 38922;Íbúðareign;270;1169
 28038;Íbúðareign;130; 804
 74126;Einbýlishús;150;2492
 34874;Íbúðareign;100; 991
 25000;Íbúðareign;160;  74
 32825;Íbúðareign;130; 943
 22835;Íbúðareign;100; 777
 54773;Einbýlishús;170; 153
 33625;Íbúðareign; 72; 733
 33938;Íbúðareign;181; 894
 43360;Íbúðareign; 20; 927
 46996;Einbýlishús;100;1757
 51929;Íbúðareign;100; 137
 26037;Íbúðareign;283; 694
 17190;Íbúðareign;161; 358
 26593;Íbúðareign;160; 847
 25721;Íbúðareign; 72; 562
 32930;Íbúðareign;220;1412
 38061;Íbúðareign;100;1107
 39879;Einbýlishús; 90;1201
 24804;Íbúðareign;161; 864
 27171;Íbúðareign;150; 937
 29972;Íbúðareign;281; 565
 27498;Íbúðareign;170; 888
 22986;Íbúðareign;170; 741
 32472;Íbúðareign;181; 734
 36846;Íbúðareign;270;1071
 20990;Íbúðareign;170; 794
 29965;Íbúðareign; 90; 607
 31929;Íbúðareign;180;1272
 18986;Íbúðareign;100; 385
 38000;Íbúðareign; 20; 777
 27945;Íbúðareign;283;  63
 21981;Íbúðareign;161; 577
 33059;Íbúðareign; 80; 791
 27979;Íbúðareign;100; 682
 47759;Íbúðareign; 70;1064
 69803;Íbúðareign; 20; 916
 22000;Íbúðareign; 72; 522
 20986;Íbúðareign;100; 479
 36000;Íbúðareign; 80; 865
 27472;Íbúðareign; 72; 664
 27811;Íbúðareign;283;  63
 36476;Íbúðareign;180;1275
 46048;Íbúðareign; 90; 115
 30008;Íbúðareign;100; 845
 23969;Íbúðareign;170; 833
 31264;Íbúðareign; 20; 472
 26725;Íbúðareign; 90; 835
 35000;Íbúðareign;110;1211
 62888;Einbýlishús;220;2546
 26976;Íbúðareign; 20; 506
 28120;Íbúðareign; 72; 731
 35835;Íbúðareign;210;1065
 28802;Íbúðareign;220; 743
 33752;Íbúðareign;130; 915
 19479;Íbúðareign;161; 617
 24637;Íbúðareign; 80; 815
 26137;Íbúðareign; 91; 823
 22254;Íbúðareign;170; 703
 52166;Íbúðareign; 80;1553
 28750;Íbúðareign;100; 639
 20743;Íbúðareign;281; 588
 33803;Íbúðareign; 90; 581
 22293;Íbúðareign; 90; 509
 23243;Íbúðareign;281; 532
 26686;Íbúðareign; 91; 751
 25662;Íbúðareign;170; 953
 26090;Íbúðareign;130; 916
 31592;Íbúðareign; 72;1068
 41527;Íbúðareign;281;1329
 41986;Íbúðareign; 25; 594
 16473;Íbúðareign; 20; 418
 36300;Íbúðareign;180;1191
 42200;Íbúðareign; 11; 989
 81476;Íbúðareign; 70;2121
 46772;Íbúðareign; 70;1125
 26000;Íbúðareign;100;1026
 45972;Einbýlishús;160;1385
 14302;Íbúðareign;100; 464
 81886;Íbúðareign; 20;1811
 29373;Íbúðareign; 20; 603
 33120;Íbúðareign;130;1262
 31848;Íbúðareign; 91; 967
 18859;Íbúðareign;160; 446
 32111;Íbúðareign;283; 953
 52960;Íbúðareign; 80;1319
 19496;Íbúðareign;161; 577
 22240;Íbúðareign;160; 100
 81451;Íbúðareign; 70;1487
 29478;Íbúðareign;284;  76
 37249;Íbúðareign;120; 115
 25921;Íbúðareign; 90; 617
 36493;Íbúðareign; 25; 739
 26797;Íbúðareign;100; 865
 22395;Íbúðareign;170; 769
 25300;Íbúðareign;220; 852
 48837;Íbúðareign; 72;1213
 43428;Íbúðareign;150;1207
 23497;Íbúðareign; 25; 481
 33384;Íbúðareign;181; 838
 27986;Íbúðareign;181; 643
 20653;Íbúðareign;130;  70
 47779;Íbúðareign;120; 132
 29473;Íbúðareign; 70; 717
 24435;Íbúðareign;180; 629
 75660;Íbúðareign; 90;1586
 27900;Íbúðareign;160;1214
 36553;Íbúðareign;270;1169
 39096;Íbúðareign;283;1094
 59000;Einbýlishús;283;1293
 37193;Íbúðareign; 20; 672
 22170;Íbúðareign;161; 722
 28630;Íbúðareign;200;  97
 59382;Einbýlishús;150;2358
 27991;Íbúðareign;130; 833
 38838;Íbúðareign;281;1276
 30614;Íbúðareign; 20; 452
 35958;Íbúðareign; 91;1092
 50164;Einbýlishús;281;1586
 50503;Íbúðareign;120;1525
 35112;Íbúðareign;180;1075
 45708;Íbúðareign;100;1154
 35395;Íbúðareign;100; 975
 28493;Íbúðareign; 72; 627
 31099;Íbúðareign;120; 973
 23285;Íbúðareign;180; 548
 27683;Íbúðareign; 91; 681
 20493;Íbúðareign;280; 441
 24896;Íbúðareign; 25;  51
 32996;Íbúðareign;100;  87
 39986;Íbúðareign; 90; 728
 78534;Einbýlishús;100;2156
 27900;Íbúðareign; 91;1037
 18000;Íbúðareign; 90; 415
 22096;Íbúðareign;161; 722
 23865;Íbúðareign;161; 733
 41479;Íbúðareign; 80;  95
 31689;Íbúðareign; 80;1236
 30768;Íbúðareign; 85; 876
 23479;Íbúðareign; 20; 515
 33175;Íbúðareign;180; 958
 19886;Íbúðareign;220; 527
 22572;Íbúðareign;160; 892
 21109;Íbúðareign; 80; 561
 27038;Íbúðareign; 91; 677
 30000;Íbúðareign; 90;  55
 20892;Íbúðareign;161; 577
 67602;Einbýlishús; 80;2429
 26695;Íbúðareign;170; 844
 23665;Íbúðareign;120; 628
 27943;Íbúðareign;100; 705
 41441;Íbúðareign;130; 140
 24996;Íbúðareign;200;1067
 29100;Íbúðareign;130; 788
 26923;Íbúðareign; 90;  66
 23886;Íbúðareign;220; 657
 54368;Einbýlishús;150;1943
 35270;Íbúðareign; 90; 601
 47234;Íbúðareign; 90;1148
 26736;Íbúðareign;160; 847
 34800;Íbúðareign; 20; 738
 26993;Íbúðareign;140; 726
 39090;Íbúðareign;100;1295
 39658;Íbúðareign;100; 985
 26976;Íbúðareign;150; 112
 37783;Íbúðareign; 20; 774
 36893;Íbúðareign;283;1101
 39173;Íbúðareign; 25; 849
 42936;Íbúðareign; 80;1133
 28000;Íbúðareign;282;1332
 24113;Íbúðareign;100; 476
 28971;Íbúðareign;130; 934
 27986;Íbúðareign;130; 735
 25472;Íbúðareign; 20; 592
 60574;Einbýlishús; 90;1382
 18794;Íbúðareign;100; 481
 17897;Íbúðareign; 11; 336
 14500;Íbúðareign;150; 452
 27889;Íbúðareign;130;  84
 23191;Íbúðareign;170; 866
 26166;Íbúðareign; 80; 359
 66411;Einbýlishús;140;1579
 20900;Íbúðareign;170; 564
 37979;Íbúðareign; 91;1285
 26616;Íbúðareign; 90; 595
 55521;Íbúðareign; 90;1463
 45889;Íbúðareign;100;1196
 32600;Íbúðareign; 20; 628
 82594;Íbúðareign; 80; 131
 28059;Íbúðareign; 91; 967
 33273;Íbúðareign;284; 761
 32668;Íbúðareign;110; 945
 28640;Íbúðareign; 20; 463
 22085;Íbúðareign;160; 577
 46761;Einbýlishús;200;1351
 17989;Íbúðareign;160; 382
 24000;Íbúðareign;130; 575
 41827;Íbúðareign; 90; 707
 68472;Einbýlishús;220; 164
 33403;Íbúðareign;140;1001
 44769;Íbúðareign; 20;  59
 46861;Íbúðareign;100;1017
 82619;Einbýlishús;283;2169
 21152;Íbúðareign;160; 577
 39775;Íbúðareign;100;1062
 33778;Íbúðareign; 91; 998
 33989;Íbúðareign;100;1074
 25492;Íbúðareign;160; 847
 38755;Íbúðareign;100;1027
 29575;Íbúðareign;170;1051
 26967;Íbúðareign;220;  83
 20191;Íbúðareign;160; 553
 41500;Íbúðareign; 70; 967
 33100;Íbúðareign; 72; 659
 30872;Íbúðareign;180; 932
 32375;Íbúðareign;120;1151
 29493;Íbúðareign;180; 843
 22473;Íbúðareign; 72; 435
 21531;Íbúðareign;200; 782
 24382;Íbúðareign; 72; 736
 31018;Íbúðareign;120;1003
 40519;Íbúðareign;280; 894
 21223;Íbúðareign;220; 526
 31113;Íbúðareign;100; 942
 38423;Íbúðareign; 72;1083
 42102;Íbúðareign;100;1004
 20230;Íbúðareign;100;  52
 23284;Íbúðareign;150; 567
 42514;Íbúðareign; 25;1062
 24550;Íbúðareign;170; 982
 87905;Íbúðareign; 20;1424
 29425;Íbúðareign; 90; 646
 44407;Íbúðareign; 80; 107
 30000;Íbúðareign; 20; 705
 54893;Íbúðareign; 20;1105
 41163;Íbúðareign; 80;1154
 52538;Íbúðareign; 90;1144
 30486;Íbúðareign; 80; 771
 24493;Íbúðareign;100; 663
 22375;Íbúðareign;161; 931
 26473;Íbúðareign;100; 698
 24681;Íbúðareign;281; 604
 49969;Íbúðareign; 90;1555
 28779;Íbúðareign;150;1011
 32795;Íbúðareign;130;1111
 30863;Íbúðareign;150; 983
 18075;Íbúðareign;100; 388
 32804;Íbúðareign; 80;  77
 21928;Íbúðareign; 90; 543
 81329;Íbúðareign; 90;1595
 21700;Íbúðareign;220;  54
 27700;Íbúðareign; 80;  77
 29984;Íbúðareign; 20; 662
 26611;Íbúðareign;161; 922
 54729;Íbúðareign;120;1906
 60724;Einbýlishús;140;1845
 27284;Íbúðareign; 25; 646
 49580;Einbýlishús;170;2534
 28742;Íbúðareign;130; 833
 80029;Íbúðareign; 25;1295
 28693;Íbúðareign;220; 807
 22348;Íbúðareign;161; 733
 29504;Íbúðareign;150; 804
 34968;Íbúðareign; 91;1005
 46530;Íbúðareign;100;1012
 26965;Íbúðareign;270; 717
 22456;Íbúðareign; 25; 639
 41200;Íbúðareign; 90; 995
 26732;Íbúðareign;160; 887
 23486;Íbúðareign;200; 866
 30172;Íbúðareign;120; 956
 22864;Íbúðareign;130; 572
 26861;Íbúðareign;210;  74
 46472;Íbúðareign; 20; 122
 25342;Íbúðareign;281; 642
 49624;Íbúðareign;100;1218
 29896;Íbúðareign; 85; 715
 68821;Einbýlishús;130;1677
 30246;Íbúðareign;100; 873
104729;Íbúðareign; 25;1892
 36721;Íbúðareign;181; 962
 46902;Íbúðareign;120;1731
 30396;Íbúðareign;150;1027
 52241;Íbúðareign; 20;  83
 75916;Íbúðareign;120;2189
 33126;Íbúðareign;100;1134
 36135;Íbúðareign;110;1038
 24699;Íbúðareign;170; 744
 37932;Íbúðareign; 91;1064
 23091;Íbúðareign;130; 553
 89720;Einbýlishús; 90; 187
 38988;Íbúðareign; 72; 939
 65095;Einbýlishús;281;1825
 19906;Íbúðareign;284; 579
 52376;Einbýlishús;120;1428
 23576;Íbúðareign;281; 559
 35925;Íbúðareign;180;1072
 17842;Íbúðareign;181; 528
 33568;Íbúðareign; 25; 613
 65790;Einbýlishús;160;3198
 37564;Íbúðareign; 90; 975
 37203;Íbúðareign;110;1749
 57959;Íbúðareign; 90;1595
 35726;Íbúðareign; 72; 813
 37733;Íbúðareign; 90; 975
 40783;Íbúðareign; 25;1123
 26459;Íbúðareign;161;1071
 28380;Íbúðareign; 11; 609
 22073;Íbúðareign;161; 577
 24986;Íbúðareign;130; 678
 28873;Íbúðareign;150;1067
 20779;Íbúðareign; 90; 394
 36466;Íbúðareign;283; 952
 39495;Íbúðareign;220; 999
 28482;Íbúðareign;130;  69
 48854;Íbúðareign;100;1397
 45883;Íbúðareign;280; 903
 33286;Íbúðareign; 25; 607
 33750;Íbúðareign;120;1124
 25985;Íbúðareign;200; 955
 81974;Einbýlishús; 75;2093
 45500;Íbúðareign; 70;1047
 45743;Íbúðareign; 11;  96
 28888;Íbúðareign;130; 855
 18462;Íbúðareign;160; 437
 23544;Íbúðareign;170; 771
 36981;Íbúðareign; 25; 849
 36077;Íbúðareign; 20; 828
 25653;Íbúðareign; 90; 501
 17999;Íbúðareign;200; 552
 37734;Íbúðareign;130;1388
 34635;Íbúðareign;100;1027
 20796;Íbúðareign;220; 526
 29492;Íbúðareign; 80; 752
 27472;Íbúðareign;130; 957
 29079;Íbúðareign; 72; 661
 20500;Íbúðareign;220; 548
 25859;Íbúðareign; 80; 667
 58965;Íbúðareign; 20; 958
 23460;Íbúðareign;120; 659
 28864;Íbúðareign; 80; 752
 31946;Íbúðareign;130;  96
 43459;Íbúðareign; 72;  99
 22816;Íbúðareign; 20; 449
 26719;Íbúðareign;200; 915
 28900;Íbúðareign; 80; 842
 25979;Íbúðareign;130; 777
 30899;Íbúðareign;160; 614
 23973;Íbúðareign;200; 776
 53042;Íbúðareign; 20; 992
 28738;Íbúðareign; 80; 752
 14514;Íbúðareign;150; 355
 23200;Íbúðareign;160; 791
 13986;Íbúðareign; 90; 316
 30168;Íbúðareign;150; 925
 23448;Íbúðareign; 90; 543
 28736;Íbúðareign;170;  88
 35741;Íbúðareign;120;1279
 25279;Íbúðareign;180; 663
 32967;Íbúðareign;130; 883
 18593;Íbúðareign; 91; 461
 23567;Íbúðareign; 20; 604
 30126;Íbúðareign;130;  88
 38282;Íbúðareign;100; 949
 32069;Íbúðareign;100; 909
 48729;Íbúðareign; 25;1002
 36797;Íbúðareign; 91;1162
 30517;Íbúðareign;100; 712
 28979;Íbúðareign; 80;  72
 22096;Íbúðareign;200; 541
 18965;Íbúðareign;170; 407
 55150;Íbúðareign;100;1478
 35443;Íbúðareign;100;  97
 28411;Íbúðareign;150;1139
 28690;Íbúðareign;160; 967
 41938;Íbúðareign;160;1391
 40444;Íbúðareign; 72;1109
 28242;Íbúðareign;160; 981
 31993;Íbúðareign;130; 948
 92261;Einbýlishús; 80;2979
 26986;Íbúðareign;100; 702
 26459;Íbúðareign;160; 709
 27748;Íbúðareign; 20; 634
 28859;Íbúðareign; 20; 449
 44000;Íbúðareign; 20;1091
 43316;Íbúðareign; 90; 152
 12426;Íbúðareign; 80; 603
 18346;Íbúðareign; 91; 846
 22618;Íbúðareign;180;1001
 23314;Íbúðareign;100;1186
 16993;Íbúðareign;160; 791
 26605;Íbúðareign;281;1328
 16350;Íbúðareign;270; 675
 32378;Íbúðareign; 90;1079
 15843;Íbúðareign;110; 805
 22987;Íbúðareign;270;1191
 14900;Íbúðareign; 72; 684
 34104;Íbúðareign;100;1386
 12681;Íbúðareign; 80;  47
 39890;Íbúðareign; 25;1416
 22985;Íbúðareign; 90; 854
 13038;Íbúðareign; 90; 566
 20000;Íbúðareign;270;1047
 13979;Íbúðareign; 11; 607
 48106;Einbýlishús;200;1518
 18355;Íbúðareign;160; 872
 28052;Íbúðareign;180;1241
 45494;Einbýlishús;150;2284
 19359;Íbúðareign;270;1045
 14481;Íbúðareign;120; 668
 17250;Íbúðareign;170; 976
 15106;Íbúðareign; 91; 633
 20154;Íbúðareign;100; 997
 14113;Íbúðareign;161; 889
 18760;Íbúðareign;180; 805
 22780;Íbúðareign; 90; 903
 13365;Íbúðareign; 25;  57
 12750;Íbúðareign;100; 476
 22419;Íbúðareign;280; 912
 29270;Íbúðareign;280;1247
 14524;Íbúðareign; 72;  52
 25134;Íbúðareign; 90; 981
 23752;Íbúðareign;100; 919
 20865;Íbúðareign; 72; 704
 39948;Íbúðareign;120;1417
 17848;Íbúðareign;180;  83
 24656;Íbúðareign;120; 113
 16384;Íbúðareign;100; 857
 16470;Íbúðareign; 20; 461
 18500;Íbúðareign;100; 973
 20493;Íbúðareign;180;  87
 10659;Íbúðareign;161; 577
 12500;Íbúðareign;100; 435
 12988;Íbúðareign; 90; 522
 20986;Íbúðareign;100; 708
 38685;Einbýlishús;160;1645
 18924;Íbúðareign;220; 865
 13706;Íbúðareign;161; 722
 39282;Íbúðareign;100;1361
 23784;Íbúðareign;130; 109
 19035;Íbúðareign;180; 782
 17763;Íbúðareign;170; 911
 26757;Íbúðareign;210;1034
 14639;Íbúðareign;160; 687
 22447;Íbúðareign;280; 906
 19865;Íbúðareign; 90; 851
 19979;Íbúðareign;100; 841
 16973;Íbúðareign; 85; 649
 29486;Íbúðareign;100;1077
 15943;Íbúðareign; 70;  56
 27821;Íbúðareign; 90;1037
 22938;Íbúðareign; 25; 882
 63807;Einbýlishús; 25;1844
 52583;Einbýlishús;120;1952
 24772;Íbúðareign;270;1042
 29739;Íbúðareign;150;1687
 22317;Íbúðareign;130; 936
 19658;Íbúðareign;100; 849
 25900;Íbúðareign;270;1275
 37919;Íbúðareign; 31;1136
 19871;Íbúðareign; 91;1056
 24632;Einbýlishús;100;1286
 19746;Íbúðareign;180; 941
 47447;Einbýlishús;281;1726
 18765;Íbúðareign;120; 963
 20279;Íbúðareign;110; 931
 43386;Íbúðareign;120;1615
 16537;Íbúðareign; 70;  72
 23919;Íbúðareign; 11;1027
 19948;Íbúðareign; 72; 917
 57005;Einbýlishús;180;1811
 13371;Íbúðareign;120;  56
 16916;Íbúðareign; 90; 621
 62016;Einbýlishús; 72;1967
 16486;Íbúðareign; 80; 653
 19929;Íbúðareign; 72; 692
 27475;Íbúðareign; 90;1094
 34761;Íbúðareign;100;1124
 55060;Íbúðareign; 90;2066
 17943;Íbúðareign;161; 947
 15514;Íbúðareign;170; 108
 11785;Íbúðareign;200; 588
 33613;Íbúðareign; 72;1189
 17439;Íbúðareign;130; 766
 23208;Íbúðareign;180; 884
 31000;Íbúðareign; 80;1377
 70544;Einbýlishús;270;2416
 14000;Íbúðareign; 25; 489
 27888;Íbúðareign; 20; 732
 32002;Íbúðareign; 90; 975
 20693;Íbúðareign; 85; 841
 24841;Íbúðareign;283;1101
 31000;Íbúðareign;150; 952
 35919;Íbúðareign;270;1325
 13666;Íbúðareign;100; 596
 59351;Íbúðareign;140;2039
 23813;Íbúðareign;210;1145
 25900;Íbúðareign; 91;1124
 14794;Íbúðareign; 72; 616
 25904;Íbúðareign;210;1151
 21793;Íbúðareign; 85; 819
 21962;Íbúðareign; 91;1009
 44623;Íbúðareign;283;1254
 20606;Íbúðareign; 72; 939
 14183;Íbúðareign; 72; 518
 14874;Íbúðareign;130; 572
 15278;Íbúðareign; 72; 616
 41065;Íbúðareign; 70;1539
 20055;Íbúðareign;120; 884
 20503;Íbúðareign;180;  87
 22479;Íbúðareign; 72;1054
 18366;Íbúðareign; 25; 655
 15865;Íbúðareign; 11;1177
 20000;Íbúðareign;283; 956
 11613;Íbúðareign; 90; 564
 10700;Íbúðareign; 91; 471
 17042;Íbúðareign; 20;  66
 11962;Íbúðareign; 80; 505
 14300;Íbúðareign; 72; 514
 17455;Íbúðareign; 90; 546
 32808;Íbúðareign; 20; 842
 17678;Íbúðareign; 90; 863
 20668;Íbúðareign;150; 925
 18878;Íbúðareign; 80; 767
 11994;Íbúðareign;150; 565
 18487;Íbúðareign;100;  83
 23085;Íbúðareign;180; 111
 47732;Einbýlishús;180;1345
 27871;Íbúðareign; 25; 788
 15365;Íbúðareign;100; 614
 13915;Íbúðareign;160; 773
 36469;Íbúðareign; 80;1566
 24914;Íbúðareign;100;1054
 26000;Íbúðareign;120;1327
 26261;Íbúðareign;130;1388
 26681;Íbúðareign; 80;1005
 23849;Íbúðareign; 91;1064
 50838;Einbýlishús;150;2113
 21153;Íbúðareign; 75; 742
 18781;Íbúðareign; 91;1037
 14876;Íbúðareign;100; 695
 14487;Íbúðareign; 25; 492
 18289;Íbúðareign;180; 629
 20972;Íbúðareign;130; 786
 20643;Íbúðareign;130; 876
 19780;Íbúðareign;280;  80
 17000;Íbúðareign;120; 676
 17993;Íbúðareign;100; 594
 14652;Íbúðareign;160; 753
 99166;Einbýlishús; 31;3166
 38432;Íbúðareign; 91;1387
 27727;Íbúðareign;270;1095
 15120;Íbúðareign;100; 663
 18459;Íbúðareign; 20; 776
 18384;Íbúðareign; 72; 829
 24966;Íbúðareign;100;1058
 20493;Íbúðareign;100; 968
 12400;Íbúðareign;100; 813
 15539;Íbúðareign;130; 625
 26672;Íbúðareign;150; 894
 13800;Íbúðareign; 80; 511
 25226;Íbúðareign;150; 894
 15981;Íbúðareign;281; 586
 38865;Íbúðareign; 72;1177
 19320;Íbúðareign; 72; 853
 22553;Íbúðareign;130; 907
 17463;Íbúðareign;100; 541
 29960;Íbúðareign; 90; 688
 20250;Íbúðareign; 25; 944
 21473;Íbúðareign; 20; 828
 19946;Íbúðareign;100;1082
 21986;Íbúðareign; 85; 879
 40000;Einbýlishús; 25; 948
 35286;Íbúðareign; 90;1368
 20088;Íbúðareign; 72;  83
 18886;Íbúðareign; 72; 659
 39906;Einbýlishús;281;1383
 17459;Íbúðareign;130; 833
 33756;Íbúðareign; 20;1268
 23613;Íbúðareign; 91;1162
 18500;Íbúðareign; 20;  64
 17800;Íbúðareign; 20; 823
 20327;Íbúðareign; 90; 718
 18878;Íbúðareign; 20;  73
 18139;Íbúðareign;130; 934
 12965;Íbúðareign;160; 532
 27775;Íbúðareign;180;1383
 31855;Íbúðareign; 72;1213
 10899;Íbúðareign;284; 565
 15000;Íbúðareign; 91; 781
 19973;Íbúðareign;100; 756
 14500;Íbúðareign;220; 527
 20106;Íbúðareign; 90;1053
 24724;Íbúðareign;280; 914
 16200;Íbúðareign;120; 798
 23151;Íbúðareign;110;1211
 24432;Íbúðareign;100; 856
  6048;Íbúðareign;280; 282
 15447;Íbúðareign; 80; 722
 19575;Íbúðareign;280; 795
 52938;Einbýlishús;100; 170
 30294;Íbúðareign; 80; 148
 20103;Íbúðareign;110; 104
 30486;Íbúðareign; 85;1125
 14273;Íbúðareign; 72; 497
 14296;Íbúðareign;200; 683
 19250;Íbúðareign; 20; 745
 19182;Íbúðareign; 70;  77
 34017;Íbúðareign;281;1723
 24821;Íbúðareign;180;1052
 15228;Íbúðareign;160; 988
 34468;Íbúðareign;280;1089
 22000;Íbúðareign; 90; 745
 17547;Íbúðareign; 90; 663
 18271;Íbúðareign; 72; 757
 20869;Íbúðareign; 85;  68
  7950;Íbúðareign; 72; 414
 23470;Íbúðareign; 72; 801
 20600;Íbúðareign;120; 956
 24346;Íbúðareign; 91;1055
 12905;Íbúðareign; 90; 617
 19893;Íbúðareign;130; 102
 22000;Íbúðareign; 11; 638
 19045;Íbúðareign;180; 849
 27917;Íbúðareign;270;1275
 16489;Íbúðareign; 20; 665
 23500;Íbúðareign;270; 115
 13784;Íbúðareign;100; 577
 20269;Íbúðareign; 20; 611
 12656;Íbúðareign;100; 507
 22680;Íbúðareign;180; 106
 22000;Íbúðareign; 72; 826
 18161;Íbúðareign;130; 892
 26924;Íbúðareign;120; 117
 23365;Íbúðareign;160;1438
 19010;Íbúðareign; 91; 877
 14700;Íbúðareign; 25; 581
 14886;Íbúðareign; 90; 543
 26700;Íbúðareign; 70; 857
 17457;Íbúðareign;100; 762
 15940;Íbúðareign; 90; 688
 13401;Íbúðareign;170;  73
 35814;Íbúðareign; 80; 945
 16696;Íbúðareign;170; 893
 11586;Íbúðareign;161; 629
 30875;Íbúðareign;283; 131
 22680;Íbúðareign;120;1124
 38120;Íbúðareign; 70;1272
 22992;Íbúðareign; 91;1053
 13512;Íbúðareign; 20; 793
 24493;Íbúðareign; 25; 604
 22843;Íbúðareign; 20;1011
 17794;Íbúðareign;283; 665
 13843;Íbúðareign;280; 498
 18264;Íbúðareign; 80;  77
 17191;Íbúðareign;180; 678
 19359;Íbúðareign; 80;1016
 36359;Íbúðareign; 80;1502
 27808;Íbúðareign; 31;1036
 17331;Íbúðareign;130; 759
 15485;Íbúðareign;130; 623
 33402;Íbúðareign; 91;1221
 18454;Íbúðareign; 90; 826
 14662;Íbúðareign;100; 699
 13646;Íbúðareign;161; 722
 26400;Íbúðareign;284; 953
 26997;Íbúðareign; 90;1332
 16650;Íbúðareign;170; 794
 22500;Íbúðareign;283; 928
 19698;Íbúðareign; 25; 578
 18552;Íbúðareign; 90; 607
 28962;Íbúðareign;280; 120
 14222;Íbúðareign; 11; 539
 31935;Íbúðareign; 91;1364
 20300;Íbúðareign; 85; 803
 16737;Íbúðareign;130; 794
 16211;Íbúðareign;100; 802
 15790;Íbúðareign; 80; 774
 20150;Íbúðareign;100;1117
 17383;Íbúðareign; 91; 647
 16482;Íbúðareign; 91;  68
 19090;Íbúðareign;200; 108
 67899;Einbýlishús; 80;2552
 18630;Íbúðareign; 80; 974
 28550;Íbúðareign; 90; 789
 22489;Íbúðareign; 72;  83
 19486;Íbúðareign;120; 798
 25025;Íbúðareign; 72; 114
 19057;Íbúðareign; 80; 943
 22978;Íbúðareign;280;  90
119586;Einbýlishús;100;6184
 17472;Íbúðareign; 25; 582
 32124;Íbúðareign;100;1225
 21257;Íbúðareign;100; 761
 17037;Íbúðareign;130; 767
 15632;Íbúðareign;100;  52
 16162;Íbúðareign;160;  87
 26911;Íbúðareign; 85; 997
 11892;Íbúðareign;161; 722
 15006;Íbúðareign;160; 847
 21938;Íbúðareign; 90; 854
 16845;Íbúðareign;130; 789
 25927;Íbúðareign;280;1025
 17561;Íbúðareign;160; 892
 57014;Einbýlishús;220;2403
 26226;Íbúðareign; 20; 883
 23686;Íbúðareign; 80;1245
 14700;Íbúðareign;120; 702
 23907;Íbúðareign; 90; 865
 16365;Íbúðareign;130; 952
 24300;Íbúðareign; 11; 819
 44912;Einbýlishús;100;2462
 12539;Íbúðareign;160; 551
 17454;Íbúðareign; 25; 545
 14175;Íbúðareign; 91; 548
 14718;Íbúðareign;100; 652
 49899;Einbýlishús;130;1642
 32905;Íbúðareign;280;1194
 17650;Íbúðareign; 72;  69
 16638;Íbúðareign; 91; 593
 16691;Íbúðareign; 11; 609
 14143;Íbúðareign;170; 732
 21428;Íbúðareign;150;1035
 22801;Íbúðareign; 20; 913
 35899;Íbúðareign;130; 107
 18009;Íbúðareign; 70; 709
 19654;Íbúðareign; 85; 763
 25612;Íbúðareign; 72; 845
 15483;Íbúðareign; 80; 598
 13528;Íbúðareign;100; 594
 10387;Íbúðareign;161; 577
 12835;Íbúðareign;100; 572
 19377;Íbúðareign;120; 957
 41693;Einbýlishús;100; 179
 20646;Íbúðareign; 25; 686
 17623;Íbúðareign; 90; 844
 19159;Íbúðareign;100; 873
 26086;Einbýlishús;283;1196
 12216;Íbúðareign;161; 481
 23770;Íbúðareign;180;  87
 16050;Íbúðareign;160; 739
 14275;Íbúðareign; 20; 385
 16477;Íbúðareign;170; 625
 19486;Íbúðareign; 72; 854
 18600;Íbúðareign; 20; 512
 43013;Íbúðareign; 90;1302
 40565;Íbúðareign;283;1241
 32732;Íbúðareign;150;1045
 30348;Íbúðareign;270;1162
 22528;Íbúðareign;110; 976
 16871;Íbúðareign;120; 773
 47699;Íbúðareign;283;1534
 17665;Íbúðareign; 91; 692
 26478;Íbúðareign; 85;1061
 21996;Íbúðareign; 20; 735
 12705;Íbúðareign;100; 535
 21060;Íbúðareign;120;1054
 17663;Íbúðareign;130; 771
 17516;Íbúðareign;160; 974
 18613;Íbúðareign;100; 819
 13996;Íbúðareign;160;  60
 13946;Íbúðareign;161; 728
 21639;Íbúðareign;280;  89
 21229;Íbúðareign;283; 922
 18189;Íbúðareign; 20; 672
 17930;Íbúðareign;130; 833
 12000;Íbúðareign;220; 548
 12928;Íbúðareign;280;  45
 21564;Íbúðareign;100;1006
 18782;Íbúðareign; 90; 699
 20738;Íbúðareign; 80;1098
 13375;Íbúðareign; 72; 522
 52588;Einbýlishús; 80;1702
 30780;Íbúðareign; 80;1004
 18431;Íbúðareign;100;  70
 18405;Íbúðareign; 11; 734
 18905;Íbúðareign; 20; 602
 26281;Íbúðareign;270;1299
 26448;Íbúðareign;130;1034
 20438;Íbúðareign; 90;  70
 52571;Einbýlishús;180; 159
 14649;Íbúðareign;200; 452
 17801;Íbúðareign; 90; 784
 21093;Íbúðareign; 72; 738
 17228;Íbúðareign; 20; 467
 11216;Íbúðareign;100; 316
 33721;Íbúðareign;281;1088
 25222;Íbúðareign;120; 100
 11451;Íbúðareign;100; 724
 33135;Íbúðareign;100;1413
 19065;Íbúðareign;120; 974
 34432;Íbúðareign;180;1413
 51864;Einbýlishús;281;2512
 17260;Íbúðareign; 90; 581
 15477;Íbúðareign;280; 528
 25891;Íbúðareign; 85; 899
 15980;Íbúðareign;200; 815
 21637;Íbúðareign;220; 956
 26211;Íbúðareign;100;  93
